seed,model,ethical_detection_accuracy,transformation_decision_accuracy,false_consolidation_rate,anti_core_capture_rate,overall_component_score
13247,ablate_core_constraint,0.8344444444444444,0.8605555555555555,0.06555555555555556,0.335,0.8320833333333333
13248,full_loop,0.85,0.8694444444444445,0.06277777777777778,0.07777777777777778,0.8911111111111112
13248,ablate_ethicalsense,0.5872222222222222,0.8705555555555555,0.07277777777777777,0.065,0.8126111111111112
13248,ablate_idealgap,0.8533333333333334,0.6016666666666667,0.06222222222222222,0.06777777777777778,0.8273055555555555
13248,ablate_shadow_validation,0.8366666666666667,0.8683333333333333,0.37833333333333335,0.07666666666666666,0.8081666666666666
13248,ablate_core_constraint,0.8483333333333334,0.8661111111111112,0.07444444444444444,0.33944444444444444,0.8345277777777778
13249,full_loop,0.8294444444444444,0.8288888888888889,0.06277777777777778,0.07944444444444444,0.8744722222222222
13249,ablate_ethicalsense,0.61,0.8622222222222222,0.07055555555555555,0.07611111111111112,0.8156944444444445
13249,ablate_idealgap,0.8377777777777777,0.5922222222222222,0.07222222222222222,0.07777777777777778,0.8157777777777777
13249,ablate_shadow_validation,0.8216666666666667,0.855,0.4,0.06444444444444444,0.7973611111111111
