seed,condition,A_TF,I,C_T,R_C,H_self,joint_maturity_product,joint_interaction,target_reliability,ethical_sensitivity,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,ethical_sense_reliability_realized,deep_path_activation_rate
11149,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8278571428571428,0.8436018957345972,0.6457500000000128,0.8709394205443372,0.8135714285714286
11149,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7264285714285714,0.7361563517915309,0.4558214285714285,0.7484047402005469,0.7835714285714286
11150,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8535714285714285,0.8557844690966719,0.6861071428571551,0.9208770257387988,0.7492857142857143
11150,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7378571428571429,0.7272727272727273,0.46885714285714436,0.8068669527896996,0.6657142857142857
11150,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.75,0.7504187604690117,0.4987857142857201,0.7811918063314711,0.7671428571428571
11150,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7971428571428572,0.7799352750809061,0.5674285714285786,0.8639112903225806,0.7085714285714285
11150,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7942857142857143,0.7975646879756468,0.5684642857142941,0.8713858424725822,0.7164285714285714
11150,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8285714285714286,0.8336025848142165,0.6405000000000122,0.8717277486910995,0.8185714285714286
11150,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7107142857142857,0.6953748006379585,0.3993928571428548,0.7372330547818013,0.7692857142857142
11151,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8671428571428571,0.8663522012578616,0.7088928571428696,0.933074684772066,0.7364285714285714
11151,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7207142857142858,0.7119741100323624,0.433107142857143,0.7813504823151125,0.6664285714285715
11151,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7528571428571429,0.7768729641693811,0.5200000000000058,0.7932692307692307,0.7428571428571429
11151,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7914285714285715,0.7929447852760736,0.5631785714285797,0.8627648839556004,0.7078571428571429
11151,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7914285714285715,0.7940199335548173,0.5780000000000085,0.8612204724409449,0.7257142857142858
11151,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.83,0.8137404580152672,0.6141785714285832,0.8598452278589854,0.8307142857142857
11151,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7057142857142857,0.7212121212121212,0.4040357142857115,0.7304507819687213,0.7764285714285715
11152,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.845,0.8466257668711656,0.6654285714285842,0.9231517509727627,0.7342857142857143
11152,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7664285714285715,0.7729549248747913,0.5378571428571509,0.8125,0.6857142857142857
11152,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7514285714285714,0.7523961661341853,0.491642857142861,0.7960893854748603,0.7671428571428571
11152,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8121428571428572,0.8177710843373494,0.6037142857142952,0.8684738955823293,0.7114285714285714
11152,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7935714285714286,0.8009478672985783,0.5785714285714362,0.8683673469387755,0.7
11152,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8292857142857143,0.8112903225806452,0.6216071428571538,0.8713656387665198,0.8107142857142857
11152,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7,0.7238805970149254,0.3978214285714249,0.7247879359095193,0.7578571428571429
11153,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8807142857142857,0.875,0.7263214285714428,0.9473684210526315,0.7735714285714286
11153,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7464285714285714,0.7245222929936306,0.46671428571428836,0.8015350877192983,0.6514285714285715
11153,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7678571428571429,0.748829953198128,0.4988928571428625,0.8010999083409716,0.7792857142857142
11153,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8071428571428572,0.8077571669477235,0.6095000000000086,0.8819301848049281,0.6957142857142857
11153,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.795,0.7956318252730109,0.5725714285714377,0.8704453441295547,0.7057142857142857
11153,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8157142857142857,0.8200589970501475,0.6002857142857246,0.8567708333333334,0.8228571428571428
11153,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.6957142857142857,0.7075630252100841,0.4097857142857132,0.7265774378585086,0.7471428571428571
11154,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8721428571428571,0.8791390728476821,0.7291071428571569,0.9391705069124424,0.775
11154,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7428571428571429,0.7443267776096822,0.46714285714285797,0.7791666666666667,0.6857142857142857
11154,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7535714285714286,0.762214983713355,0.5063214285714331,0.7922437673130194,0.7735714285714286
11154,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.815,0.8009478672985783,0.5985000000000098,0.8776908023483366,0.73
11154,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8021428571428572,0.7887323943661971,0.572214285714296,0.873795761078998,0.7414285714285714
11154,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8414285714285714,0.8411949685534591,0.6566785714285831,0.8790820829655781,0.8092857142857143
11154,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7114285714285714,0.7124802527646129,0.4124642857142841,0.7277726856095326,0.7792857142857142
11155,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8864285714285715,0.8982229402261712,0.7582142857143005,0.9364485981308411,0.7642857142857142
11155,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7407142857142858,0.7450980392156863,0.4656785714285749,0.7927736450584485,0.6721428571428572
11155,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7821428571428571,0.787828947368421,0.5595714285714363,0.8125,0.7657142857142857
11155,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7957142857142857,0.8085106382978723,0.5932142857142951,0.8707070707070707,0.7071428571428572
11155,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.82,0.8197767145135566,0.622821428571439,0.8751248751248751,0.715
11155,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8342857142857143,0.8181818181818182,0.6359285714285845,0.8682842287694974,0.8242857142857143
11155,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7192857142857143,0.7193251533742331,0.41921428571428593,0.732902033271719,0.7728571428571429
11156,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8521428571428571,0.8571428571428571,0.6857500000000125,0.9301227573182247,0.7564285714285715
11156,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7221428571428572,0.7211093990755008,0.43035714285714205,0.7784946236559139,0.6642857142857143
11156,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7657142857142857,0.7618270799347472,0.5198928571428633,0.7986577181208053,0.745
11156,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8121428571428572,0.8256578947368421,0.6244285714285815,0.8818897637795275,0.7257142857142858
11156,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8092857142857143,0.8086124401913876,0.6016071428571534,0.8669950738916257,0.725
11156,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8092857142857143,0.7942583732057417,0.5836785714285798,0.8539325842696629,0.8264285714285714
11156,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.73,0.7635782747603834,0.4802500000000042,0.7465051258154707,0.7664285714285715
11157,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8471428571428572,0.8292282430213465,0.6606071428571556,0.9256820319849483,0.7592857142857142
11157,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7678571428571429,0.7669291338582677,0.522821428571434,0.8214665249734325,0.6721428571428572
11157,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7692857142857142,0.7678571428571429,0.5270000000000076,0.8073308270676691,0.76
11157,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7807142857142857,0.7705696202531646,0.537571428571436,0.8621031746031746,0.72
11157,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7757142857142857,0.796583850931677,0.5525000000000087,0.8376237623762376,0.7214285714285714
11157,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8364285714285714,0.8551617873651772,0.6606428571428704,0.8743545611015491,0.83
11157,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7178571428571429,0.7275494672754946,0.4234642857142856,0.7469990766389658,0.7735714285714286
11158,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8664285714285714,0.8627450980392157,0.707821428571441,0.9315448658649399,0.7721428571428571
11158,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7378571428571429,0.7268588770864947,0.4470714285714304,0.7940552016985138,0.6728571428571428
11158,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.76,0.7583465818759937,0.5048214285714325,0.7981220657276995,0.7607142857142857
11158,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7814285714285715,0.78060413354531,0.5490714285714353,0.845841784989858,0.7042857142857143
11158,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7792857142857142,0.7913322632423756,0.5580357142857209,0.8542713567839196,0.7107142857142857
11158,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8121428571428572,0.8009708737864077,0.5947142857142954,0.8647260273972602,0.8342857142857143
11158,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7171428571428572,0.7223088923556942,0.4240357142857129,0.7359705611775529,0.7764285714285715
11159,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8535714285714285,0.8562401263823065,0.6856785714285846,0.9227144203581527,0.7578571428571429
11159,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7328571428571429,0.7269890795631825,0.4481071428571436,0.8006166495375129,0.695
11159,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7407142857142858,0.7553719008264462,0.4913214285714329,0.7836312323612418,0.7592857142857142
11159,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8042857142857143,0.825944170771757,0.6173571428571524,0.8772635814889336,0.71
11159,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8042857142857143,0.7906197654941374,0.5889642857142958,0.8620019436345967,0.735
11159,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8228571428571428,0.7967741935483871,0.6022142857142954,0.8664323374340949,0.8128571428571428
11159,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.6914285714285714,0.6873111782477341,0.3570357142857082,0.7192982456140351,0.7735714285714286
11160,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8607142857142858,0.8467741935483871,0.6861785714285839,0.9273229070837167,0.7764285714285715
11160,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7307142857142858,0.7291981845688351,0.4405357142857145,0.7865284974093264,0.6892857142857143
11160,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7535714285714286,0.7603174603174603,0.5008214285714325,0.7965284474445516,0.7407142857142858
11160,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7778571428571428,0.7817014446227929,0.5481071428571509,0.8700906344410876,0.7092857142857143
11160,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8028571428571428,0.7936507936507936,0.5801428571428646,0.8658301158301158,0.74
11160,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8378571428571429,0.8405572755417957,0.6505000000000113,0.8872113676731794,0.8042857142857143
11160,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.6907142857142857,0.6810207336523126,0.36653571428570786,0.7270194986072424,0.7692857142857142
11161,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8571428571428571,0.8555555555555555,0.6894642857142987,0.9317535545023696,0.7535714285714286
11161,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7257142857142858,0.7248,0.4465000000000007,0.7771855010660981,0.67
11161,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7685714285714286,0.76,0.5157142857142916,0.8101851851851852,0.7714285714285715
11161,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7957142857142857,0.7865168539325843,0.5692857142857223,0.8539215686274509,0.7285714285714285
11161,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7992857142857143,0.7898773006134969,0.5678214285714367,0.8601398601398601,0.715
11161,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8321428571428572,0.8370607028753994,0.6450714285714413,0.8678756476683938,0.8271428571428572
11161,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7064285714285714,0.6927899686520376,0.3891785714285679,0.7277085330776606,0.745
11162,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8571428571428571,0.8626543209876543,0.6919642857142982,0.9295774647887324,0.7607142857142857
11162,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7228571428571429,0.721259842519685,0.4360357142857158,0.7634069400630915,0.6792857142857143
11162,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7585714285714286,0.7450331125827815,0.4993928571428626,0.7985414767547858,0.7835714285714286
11162,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8,0.8040752351097179,0.5859642857142949,0.8640483383685801,0.7092857142857143
11162,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7978571428571428,0.7955974842767296,0.5763571428571509,0.8602794411177644,0.7157142857142857
11162,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.82,0.8173228346456692,0.613571428571439,0.8666666666666667,0.8142857142857143
11162,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7207142857142858,0.7184942716857611,0.43582142857143025,0.740200546946217,0.7835714285714286
